City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
124,greenfields,-33.0333,27.8622,27.79,25,5,4.96,ZA,1694294780
125,arkhangel'sk,64.5401,40.5433,9.66,90,12,2.27,RU,1694294730
126,birobidzhan,48.8,132.95,8.02,74,0,1.42,RU,1694294780
127,wuhu,31.3366,118.3755,20.58,92,8,2.52,CN,1694294780
128,taltal,-25.4,-70.4833,23.3,47,44,3.65,CL,1694294122
129,ghanzi,-21.5667,21.7833,21.63,17,0,3.99,BW,1694294491
130,qaqortoq,60.7167,-46.0333,5.19,61,0,2.87,GL,1694294780
131,yellowknife,62.456,-114.3525,20.31,57,75,2.57,CA,1694294704
132,kilindoni,-7.9139,39.6668,24.8,78,0,6.78,TZ,1694294780
133,nago,26.5881,127.9761,26.47,82,1,2.12,JP,1694294781
134,gola gokarannath,28.0833,80.4667,23.53,97,100,3.33,IN,1694294781
135,villa regina,-39.1,-67.0667,21.1,15,94,0.89,AR,1694294780
136,college,64.8569,-147.8028,17.82,61,75,4.12,US,1694294781
137,coahuayana de hidalgo,18.7,-103.6583,32.41,68,41,3.96,MX,1694294781
138,whangarei,-35.7317,174.3239,14.82,61,100,1.78,NZ,1694294781
139,hithadhoo,-0.6,73.0833,27.87,78,8,5.39,MV,1694294781
140,horta,38.5333,-28.6333,21.8,79,75,3.13,PT,1694294781
141,malango,-2.9627,119.9001,17.69,92,51,0.93,ID,1694294781
142,enewetak,11.3474,162.3373,28.42,76,45,3.71,MH,1694294781
143,albion,42.2431,-84.753,21.5,64,100,2.06,US,1694294530
144,lebu,-37.6167,-73.65,12.75,83,73,2.47,CL,1694294782
145,talnakh,69.4865,88.3972,5.67,91,100,1.09,RU,1694294782
146,kingston,17.997,-76.7936,32.53,70,20,9.77,JM,1694294709
147,galle,6.0367,80.217,25.36,89,86,3.93,LK,1694294782
148,princeville,45.7668,-61.2985,26.53,83,40,3.6,CA,1694294782
149,yuzhno-kurilsk,44.0306,145.8556,16.7,99,100,4.17,RU,1694294549
150,atyashevo,54.5644,46.0691,12.12,75,92,3.6,RU,1694294782
151,susanville,40.4163,-120.653,29.9,31,20,6.69,US,1694294782
152,jiagedaqi,50.4167,124.1167,11.31,97,99,1.74,CN,1694294782
153,chui,-33.6971,-53.4616,12.61,76,96,2.8,UY,1694294782
154,taoudenni,22.6783,-3.9836,39.02,18,11,3.18,ML,1694294783
155,moree,-29.4667,149.85,6.36,44,0,1.92,AU,1694294783
156,vega de alatorre,20.0333,-96.6333,31.17,63,3,5.22,MX,1694294783
157,gorontalo,0.5412,123.0595,22.87,86,98,0.85,ID,1694294619
158,mili,6.0815,171.735,28.21,74,100,4.52,MH,1694294783
159,kourou,5.1552,-52.6478,30.03,77,39,4.22,GF,1694294783
160,gadzhiyevo,69.2551,33.3362,15.14,89,91,6.94,RU,1694294607
161,abepura,-2.6333,140.5833,23.45,88,40,0.0,ID,1694294783
162,aasiaat,68.7098,-52.8699,1.76,83,99,4.12,GL,1694294783
163,nemuro,43.3236,145.575,17.27,99,100,4.34,JP,1694294783
164,lompoc,34.6391,-120.4579,37.08,55,0,4.63,US,1694294783
165,tianpeng,30.9866,103.9393,24.0,86,98,0.93,CN,1694294784
166,bizhbulyak,53.6967,54.2642,10.03,95,100,1.83,RU,1694294784
167,anadyr,64.75,177.4833,6.28,81,40,4.0,RU,1694294784
168,merizo village,13.2658,144.6691,27.31,96,99,7.86,GU,1694294784
169,rongelap,11.1635,166.8941,28.74,75,59,5.56,MH,1694294784
170,trzebiatow,54.0615,15.2648,21.14,70,48,4.05,PL,1694294784
171,nouadhibou,20.931,-17.0347,24.99,69,4,7.72,MR,1694294595
172,onega,63.9061,38.1404,10.28,87,4,2.49,RU,1694294784
173,klyuchi,52.2667,79.1667,14.27,61,78,3.6,RU,1694294784
174,fortuna,40.5982,-124.1573,19.4,81,0,7.72,US,1694294785
175,jalai nur,49.45,117.7,9.62,91,100,3.66,CN,1694294785
176,barah,13.7,30.3667,28.71,58,23,4.8,SD,1694294785
177,pedernales,18.0384,-71.744,30.89,61,5,1.2,DO,1694294785
178,alofi,-19.0595,-169.9187,23.94,83,37,8.23,NU,1694294785
179,cody,44.5263,-109.0565,24.95,42,0,5.66,US,1694294785
180,gilgit,35.9221,74.3087,24.19,44,0,0.45,PK,1694294785
181,raja,8.4596,25.678,22.77,89,91,2.07,SS,1694294785
182,nova sintra,14.8667,-24.7167,24.3,77,89,3.57,CV,1694294785
183,lengshuijiang,27.6881,111.4294,25.74,79,80,0.97,CN,1694294785
184,pangody,65.85,74.4859,9.29,90,100,2.24,RU,1694294786
185,spanish wells,26.323,-81.7957,34.45,68,0,4.63,US,1694294786
186,sungai penuh,-2.0833,101.3833,18.48,96,86,0.76,ID,1694294506
187,banda aceh,5.5577,95.3222,26.0,77,100,6.48,ID,1694294786
188,sarina,-21.4333,149.2167,22.37,1,27,4.06,AU,1694294786
189,louisville,38.2542,-85.7594,27.2,65,75,3.09,US,1694294763
190,praia da vitoria,38.7333,-27.0667,21.14,83,20,3.63,PT,1694294786
191,sai buri,6.7013,101.6168,24.96,86,100,3.38,TH,1694294786
192,taulaga,-11.0553,-171.0883,27.79,75,27,3.76,AS,1694294786
193,aitape,-3.1374,142.3475,25.23,87,100,2.22,PG,1694294786
194,luderitz,-26.6481,15.1594,13.42,85,58,2.15,NA,1694294786
195,lorengau,-2.0226,147.2712,27.3,79,41,3.87,PG,1694294787
196,al-hamdaniya,36.2715,43.3737,31.88,19,0,2.6,IQ,1694294787
197,jinchang,38.4953,102.1739,20.49,30,57,1.78,CN,1694294787
198,fengcheng,40.4536,124.0717,19.48,92,99,1.5,CN,1694294787
199,gros islet,14.0667,-60.95,30.9,79,20,3.09,LC,1694294787
200,nadym,65.5333,72.5167,9.81,91,100,2.41,RU,1694294787
201,walvis bay,-22.9575,14.5053,14.53,77,59,0.51,NA,1694294787
202,grajau,-5.8194,-46.1386,33.43,27,73,1.78,BR,1694294787
203,kiruhura,-2.4773,29.7679,18.87,78,96,0.87,RW,1694294787
204,nizhnevartovsk,60.9344,76.5531,5.01,100,20,0.0,RU,1694294618
205,tachov,49.7953,12.6337,18.0,87,21,0.25,CZ,1694294788
206,tandalti,13.0167,31.8667,29.66,55,16,3.24,SD,1694294788
207,hirara,24.8,125.2833,25.92,88,40,3.6,JP,1694294788
208,kurchatov,51.6601,35.6521,14.67,60,31,3.34,RU,1694294690
209,cabo san lucas,22.8909,-109.9124,35.34,70,40,6.17,MX,1694294788
210,las lomitas,-24.7096,-60.593,27.2,45,67,1.93,AR,1694294788
211,massakory,12.996,15.7293,30.83,44,6,3.24,TD,1694294788
212,broome,42.2506,-75.833,26.11,79,100,1.79,US,1694294788
213,palmer,42.1584,-72.3287,29.23,68,75,0.0,US,1694294788
214,lethem,3.3803,-59.7968,31.76,51,92,1.25,GY,1694294788
215,sealy,29.7808,-96.1572,38.64,39,37,0.89,US,1694294789
216,khovd,48.0056,91.6419,9.85,67,89,0.38,MN,1694294789
217,touros,-5.1989,-35.4608,25.07,81,11,7.47,BR,1694294789
218,salalah,17.0151,54.0924,29.05,79,75,1.54,OM,1694294684
219,christchurch,-43.5333,172.6333,16.9,59,56,5.66,NZ,1694294737
220,sinegorskiy,48.0139,40.8447,11.51,56,62,4.99,RU,1694294789
221,cromer,52.9312,1.2989,22.12,81,10,4.43,GB,1694294789
222,sao miguel do araguaia,-13.275,-50.1628,34.15,21,9,2.86,BR,1694294789
223,kapuskasing,49.4169,-82.4331,21.0,43,75,3.6,CA,1694294789
224,sao felix do xingu,-6.6447,-51.995,33.25,32,90,0.59,BR,1694294789
225,port elizabeth,-33.918,25.5701,15.98,94,35,1.73,ZA,1694294608
226,vilyuchinsk,52.9306,158.4028,11.15,71,1,5.06,RU,1694294790
227,tharangambadi,11.0319,79.8528,28.35,74,100,6.35,IN,1694294790
228,general conesa,-40.1,-64.4333,18.95,36,100,9.31,AR,1694294790
229,lasem,-6.6922,111.4527,22.61,69,40,3.4,ID,1694294790
230,luganville,-15.5333,167.1667,24.8,82,98,3.9,VU,1694294790
231,rabo de peixe,37.8,-25.5833,20.73,78,75,3.6,PT,1694294787
232,sao lourenco do sul,-31.3653,-51.9783,13.54,81,9,2.38,BR,1694294790
233,falam,22.9167,93.6833,17.27,99,91,1.18,MM,1694294790
234,tandil,-37.3217,-59.1332,15.38,66,100,3.07,AR,1694294668
235,port mathurin,-19.6833,63.4167,22.41,67,4,7.2,MU,1694294790
236,aykhal,66.0,111.5,-1.75,78,100,2.09,RU,1694294791
237,homer,59.6425,-151.5483,12.94,73,40,2.06,US,1694294791
238,vila franca do campo,37.7167,-25.4333,21.23,78,58,2.32,PT,1694294788
239,iquique,-20.2208,-70.1431,19.02,70,32,1.49,CL,1694294791
240,pacific grove,36.6177,-121.9166,29.66,82,0,4.92,US,1694294791
241,amvrosiyivka,47.7935,38.4777,10.34,54,29,4.04,UA,1694294791
242,utrik,11.2278,169.8474,28.78,75,99,6.23,MH,1694294791
243,vadso,70.0744,29.7487,17.49,82,49,1.03,NO,1694294791
244,mar del plata,-38.0023,-57.5575,15.61,69,0,4.12,AR,1694294191
245,tubarjal,30.4999,38.216,29.21,35,2,9.66,SA,1694294791
246,whitehorse,60.7161,-135.0538,14.89,51,75,6.17,CA,1694294792
247,lihue,21.9789,-159.3672,28.77,70,0,6.17,US,1694294792
248,kirakira,-10.4544,161.9205,25.83,73,45,3.83,SB,1694294792
249,suixi,33.8907,116.7747,21.03,83,66,2.52,CN,1694294792
250,kodiak,57.79,-152.4072,12.73,50,0,4.63,US,1694294792
251,mount isa,-20.7333,139.5,17.87,15,22,4.63,AU,1694294792
252,happy valley-goose bay,53.3168,-60.3315,9.17,93,100,4.63,CA,1694294792
253,sinabang,2.4803,96.3801,25.26,84,100,1.58,ID,1694294792
254,tofol,5.3248,163.0078,28.83,71,8,3.92,FM,1694294792
255,genhe,50.7833,121.5167,10.36,98,100,1.09,CN,1694294793
256,essaouira,31.5125,-9.77,22.72,88,40,1.54,MA,1694294531
257,geraldton,-28.7667,114.6,10.23,100,40,4.63,AU,1694294793
258,parabel',58.6978,81.4825,9.17,92,85,2.17,RU,1694294793
259,tromso,69.6496,18.957,17.99,77,75,4.12,NO,1694294793
260,sitka,57.0531,-135.33,15.94,63,100,6.69,US,1694294793
261,selfoss,63.9331,-20.9971,8.91,76,100,3.12,IS,1694294793
262,souillac,-20.5167,57.5167,23.21,68,75,5.14,MU,1694294793
263,gaspe,48.8334,-64.4819,21.12,83,75,5.66,CA,1694294793
264,bethanie,-26.4833,17.15,17.86,48,98,4.43,NA,1694294794
265,yerofey pavlovich,53.9667,121.9667,2.42,96,41,1.62,RU,1694294794
266,hadibu,12.65,54.0333,26.18,83,67,7.87,YE,1694294794
267,kogalym,62.2654,74.4791,11.64,82,88,4.6,RU,1694294794
268,halifax,44.6453,-63.5724,24.94,86,68,7.2,CA,1694294794
269,tateyama,34.9833,139.8667,25.61,91,72,2.75,JP,1694294794
270,hinna,10.3043,11.4991,25.63,76,84,3.57,NG,1694294794
271,severobaykal'sk,55.65,109.3167,7.76,82,94,2.46,RU,1694294794
272,makarov,48.6333,142.8,11.69,84,53,1.85,RU,1694294794
273,ancud,-41.8697,-73.8203,10.24,82,4,6.56,CL,1694294356
274,fuglafjordur,62.244,-6.814,11.26,86,1,6.85,FO,1694294795
275,funafuti,-8.5243,179.1942,29.0,89,75,0.0,TV,1694294795
276,alvaraes,-3.2208,-64.8042,32.93,31,93,0.26,BR,1694294795
277,brandon,27.9378,-82.2859,31.25,69,75,2.68,US,1694294795
278,haiku-pauwela,20.9219,-156.3051,29.01,51,40,6.17,US,1694294795
279,hamilton,39.1834,-84.5333,26.05,67,75,4.12,US,1694294795
280,manavalakurichi,8.1333,77.3,25.94,83,100,5.69,IN,1694294795
281,north bend,43.4065,-124.2243,26.8,72,0,5.66,US,1694294795
282,hazard,37.2495,-83.1932,26.83,49,19,2.82,US,1694294795
283,pisco,-13.7,-76.2167,21.03,73,75,2.57,PE,1694294795
284,la'ie,21.6477,-157.9253,30.0,70,43,2.68,US,1694294796
285,crane,31.3974,-102.3501,38.42,14,4,5.99,US,1694294796
286,vilhena,-12.7406,-60.1458,30.12,58,40,3.09,BR,1694294559
287,tazovsky,67.4667,78.7,7.33,95,100,3.16,RU,1694294687
288,aral,40.5156,81.2636,25.56,16,99,3.28,CN,1694294796
289,holualoa,19.6228,-155.9522,26.91,76,40,4.63,US,1694294796
290,kondopoga,62.2057,34.2614,7.82,90,8,1.51,RU,1694294792
291,nogliki,51.8333,143.1667,9.34,82,0,3.38,RU,1694294796
292,astrakhan,46.3497,48.0408,13.93,71,0,4.02,RU,1694294757
293,ulladulla,-35.35,150.4667,7.72,64,0,1.85,AU,1694294796
294,xichang,27.8964,102.2634,18.52,93,96,0.49,CN,1694294796
295,willowmore,-33.2926,23.4895,23.3,22,3,11.05,ZA,1694294796
296,wenchang,30.904,118.4887,21.41,86,13,1.26,CN,1694294797
297,otsuchi,39.3667,141.9,23.4,95,21,1.68,JP,1694294797
298,bowling green,36.9903,-86.4436,27.96,65,75,3.09,US,1694294797
299,hastings,50.8552,0.5729,24.02,40,4,2.91,GB,1694294660
300,afif,23.9065,42.9172,29.58,13,48,3.43,SA,1694294797
301,khandyga,62.6667,135.6,1.88,98,100,1.3,RU,1694294797
302,hammerfest,70.6634,23.6821,19.25,63,75,4.63,NO,1694294797
303,zhangye,38.9342,100.4517,20.3,23,74,4.01,CN,1694294797
304,spring creek,40.7266,-115.5859,28.23,17,0,4.73,US,1694294798
305,basco,20.4487,121.9702,26.83,82,100,2.75,PH,1694294798
306,new glasgow,45.5834,-62.6486,26.88,75,56,4.14,CA,1694294798
307,daru,-9.0763,143.2092,25.09,84,100,8.44,PG,1694294798
308,tamanrasset,22.785,5.5228,27.95,28,40,1.54,DZ,1694294798
309,uyar,55.81,94.3153,4.87,83,74,1.49,RU,1694294798
310,atafu village,-8.5421,-172.5159,27.96,77,54,4.18,TK,1694294798
311,kone,-21.0595,164.8658,21.69,72,1,1.89,NC,1694294798
312,galliano,29.4422,-90.2992,33.0,49,40,0.0,US,1694294798
313,ninotsminda,41.2646,43.5916,6.4,92,48,1.9,GE,1694294569
314,korla,41.7597,86.1469,23.94,25,50,7.12,CN,1694294799
315,kasama,-10.2129,31.1808,17.62,32,6,2.14,ZM,1694294799
316,howrah,22.5892,88.3103,28.0,94,40,0.0,IN,1694294799
317,tocopilla,-22.092,-70.1979,20.99,65,17,3.07,CL,1694294762
318,mossel bay,-34.1831,22.146,14.96,89,26,1.61,ZA,1694294539
319,kalabo,-14.97,22.6814,20.94,19,12,2.21,ZM,1694294799
320,sepolno krajenskie,53.452,17.5317,17.71,54,100,2.99,PL,1694294799
321,jutai,-5.1833,-68.9,35.25,37,76,1.23,BR,1694294799
322,east london,-33.0153,27.9116,27.63,25,5,4.7,ZA,1694294501
323,carauari,-4.8828,-66.8958,34.19,42,68,0.93,BR,1694294799
324,manta,-0.95,-80.7333,29.88,70,75,5.14,EC,1694294758
325,vernouillet,48.7167,1.3667,26.27,41,5,3.67,FR,1694294800
326,codrington,-38.2667,141.9667,10.12,86,79,3.38,AU,1694294800
327,tinyahuarco,-10.75,-76.3,10.67,44,92,6.45,PE,1694294800
328,puerto baquerizo moreno,-0.9,-89.6,25.55,78,75,5.14,EC,1694294800
329,nova vicosa,-17.8919,-39.3719,23.34,75,35,4.43,BR,1694294800
330,komsomol'skiy,43.9783,46.6985,15.18,83,100,4.63,RU,1694294623
331,adam,22.3756,57.5233,27.98,55,23,2.72,OM,1694294800
332,conception bay south,47.4999,-52.9981,18.91,89,100,2.62,CA,1694294800
333,zhenzhou,32.2692,119.1789,19.7,89,86,2.42,CN,1694294800
334,dunedin,-45.8742,170.5036,12.82,80,6,0.45,NZ,1694294800
335,tazacorte,28.629,-17.9293,25.54,91,100,3.09,ES,1694294800
336,palasa,18.7667,84.4167,26.83,87,54,1.92,IN,1694294801
337,hotan,37.0997,79.9269,23.5,19,50,3.01,CN,1694294801
338,oriximina,-1.7656,-55.8661,35.19,37,25,2.36,BR,1694294801
339,nanzhang chengguanzhen,31.7839,111.8275,24.76,78,99,1.15,CN,1694294801
340,jayapura,-2.5333,140.7,23.66,93,100,1.65,ID,1694294660
341,antofagasta,-23.65,-70.4,17.6,67,9,3.14,CL,1694294529
342,jabat,7.75,168.9751,28.47,74,44,3.75,MH,1694294801
343,nanma,36.1817,118.1583,21.42,85,100,1.33,CN,1694294801
344,sinop,41.7711,34.8709,12.94,74,3,1.6,TR,1694294801
345,dudinka,69.4058,86.1778,5.9,83,100,2.97,RU,1694294802
346,kwolla,8.9333,9.2833,23.32,95,59,1.94,NG,1694294802
347,maceio,-9.6658,-35.7353,24.69,88,75,4.12,BR,1694294530
348,celestun,20.8667,-90.4,30.37,63,11,5.22,MX,1694294802
349,tralee,52.2704,-9.7026,17.4,98,73,1.17,IE,1694294802
350,teguise,29.0605,-13.564,23.12,69,20,2.57,ES,1694294802
351,san luis de la loma,17.2706,-100.8939,30.2,71,100,2.6,MX,1694294802
352,nahrin,36.0649,69.1334,22.38,22,0,3.02,AF,1694294802
353,jeremoabo,-10.075,-38.4808,25.31,48,6,7.05,BR,1694294802
354,stonehaven,56.9637,-2.2118,19.76,95,68,1.1,GB,1694294728
355,fernie,49.5,-115.0687,22.38,28,13,1.34,CA,1694294803
356,rach gia,10.0167,105.0833,26.96,83,100,6.97,VN,1694294803
357,muisne,0.6,-80.0333,26.02,78,99,4.76,EC,1694294803
358,rio preto da eva,-2.6994,-59.6997,39.16,22,38,1.56,BR,1694294803
359,tura,25.5198,90.2201,23.45,96,77,1.03,IN,1694294803
360,rockville,39.084,-77.1528,23.72,100,40,1.54,US,1694294803
361,kabansk,52.0486,106.6528,6.48,88,44,2.15,RU,1694294803
362,shakhun'ya,57.6758,46.6114,10.42,94,35,3.17,RU,1694294803
363,dul'durga,50.6761,113.5931,8.25,73,100,1.94,RU,1694294803
364,ijui,-28.3878,-53.9147,18.53,94,88,2.86,BR,1694294803
365,cangas del narcea,43.1833,-6.55,17.35,96,43,1.01,ES,1694294804
366,chibougamau,49.9168,-74.3659,18.79,37,0,4.63,CA,1694294804
367,greymouth,-42.4667,171.2,11.64,86,99,3.73,NZ,1694294804
368,pingnan,23.5543,110.3976,24.56,94,97,2.02,CN,1694294804
369,bayganin,48.6947,55.8742,13.75,43,17,3.57,KZ,1694294804
370,howard springs,-12.497,131.047,24.95,71,72,2.23,AU,1694294804
371,paita,-5.0892,-81.1144,21.94,74,17,8.58,PE,1694294804
372,xining,36.6167,101.7667,13.35,72,98,1.17,CN,1694294804
373,labasa,-16.4167,179.3833,25.06,73,73,4.11,FJ,1694294804
374,elkins,38.9259,-79.8467,23.4,94,97,1.34,US,1694294804
375,laguna,38.421,-121.4238,34.31,26,0,2.06,US,1694294805
376,guli,28.8833,120.0333,20.87,96,0,1.07,CN,1694294805
377,n'zeto,-7.2312,12.8666,22.23,91,82,3.02,AO,1694294805
378,tanjungtiram,4.0613,98.3699,24.29,92,100,2.29,ID,1694294805
379,saudarkrokur,65.7461,-19.6394,4.81,92,100,3.78,IS,1694294805
380,iowa park,33.9515,-98.6687,36.08,37,0,6.17,US,1694294805
381,debre werk',10.6667,38.1667,13.02,76,23,2.33,ET,1694294805
382,farkhar,36.5729,69.8578,21.83,26,0,2.63,AF,1694294805
383,fairmont,39.4851,-80.1426,26.65,78,68,2.26,US,1694294806
384,alice springs,-23.7,133.8833,13.75,53,57,25.48,AU,1694294806
385,coquimbo,-29.9533,-71.3436,14.85,77,0,3.09,CL,1694294753
386,vallenar,-28.5708,-70.7581,25.33,12,100,0.85,CL,1694294806
387,bilokurakyne,49.5341,38.7307,9.25,62,53,3.43,UA,1694294806
388,yonggwang-up,40.0183,127.4547,18.58,91,100,0.73,KP,1694294806
389,ketchikan,55.3422,-131.6461,20.26,45,20,5.14,US,1694294806
390,alamosa,37.4695,-105.87,27.99,11,0,2.02,US,1694294806
391,qarqaraly,49.4058,75.4742,13.89,56,94,2.94,KZ,1694294806
392,port lincoln,-34.7333,135.8667,11.3,83,96,4.64,AU,1694294806
393,mermoz boabab,14.7065,-17.4758,28.88,84,20,3.09,SN,1694294546
394,rikaze,29.25,88.8833,12.12,58,16,1.8,CN,1694294807
395,langhirano,44.6127,10.2656,21.26,47,0,1.92,IT,1694294807
396,brokopondo,4.75,-55.1667,32.91,45,56,2.26,SR,1694294807
